compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
16-hydroxyhexadecanoic acid	UGAGPNKCDRTDHP-UHFFFAOYSA-N	[M-H]-	271.227845	6.030975312	5.830975312	6.230975312		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_1_P-1-R-A_1_Rg90to1350-CE102040--S1_Run12.mzML	HF_Aug2019	
benzo[d]furan-2-yl-n-[3-methyl-4-(2-oxochromen-3-yl)phenyl]carboxamide	MPBPMDGZIQBQKR-UHFFFAOYSA-N	[M-H]-	394.108458	6.03176716	5.83176716	6.23176716		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_90_P-12-R-B_1_Rg90to1350-CE102040--S1_Run457.mzML	HF_Aug2019	
8-[(4-chlorobenzyl)sulfanyl]-3-methyl-7-(3-methylbenzyl)-3,7-dihydro-1h-purine-2,6-dione	JXKBKZWTQVGIAK-UHFFFAOYSA-N	[M-H]-	425.084425	6.03415287	5.834152868	6.23415287		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_206_P-26-R-F_1_Rg90to1350-CE102040--S1_Run1037.mzML	HF_Aug2019	
2-amino-5,7-dimethyl-2-trichloromethyl-chroman-4-one	SUXXSHIJUBVHBQ-UHFFFAOYSA-N	[M-H]-	305.986062	6.03737326	5.83737326	6.237373255		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_265_P-34-R-A_1_Rg90to1350-CE102040--S1_Run1332.mzML	HF_Aug2019	
n-{2-[5-(benzyloxy)-2-methyl-1h-indol-3-yl]ethyl}-2-(2,4-difluorophenoxy)acetamide	KPZCSKLFVKISKX-UHFFFAOYSA-N	[M-H]-	449.168199	6.038131143	5.838131143	6.238131143		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_51_P-7-R-C_1_Rg90to1350-CE102040--S1_Run262.mzML	HF_Aug2019	
7-chloro-2-(4-fluorophenyl)-3-hydroxychromen-4-one	LUKGIYFYRBSJDU-UHFFFAOYSA-N	[M-H]-	289.0073	6.03952516	5.83952516	6.23952516		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_213_P-27-R-E_1_Rg90to1350-CE102040--S1_Run1072.mzML	HF_Aug2019	
(-)-nootkatone	WTOYNNBCKUYIKC-SLEUVZQESA-N	[M+acetate]-	277.180965	6.047005712	5.847005712	6.247005712		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_68_P-9-R-D_1_Rg90to1350-CE102040--S1_Run347.mzML	HF_Aug2019	
ethyl 6-bromo-5-methoxy-1-phenyl-2-(1h-tetrazol-1-ylmethyl)-1h-indole-3-carboxylate	VOPZLUKSHXKZKA-UHFFFAOYSA-N	[M+Cl]-	490.028702	6.05107575	5.85107575	6.25107575		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_279_P-35-R-G_1_Rg90to1350-CE102040--S1_Run1402.mzML	HF_Aug2019	
3-(2-bromophenoxy)-4-oxochromen-7-yl furan-2-carboxylate	HNMJRVNTKFYJEI-UHFFFAOYSA-N	[M-H]-	424.9666	6.05119769	5.85119769	6.25119769		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_210_P-27-R-B_1_Rg90to1350-CE102040--S1_Run1057.mzML	HF_Aug2019	
n-[3-(9h-carbazol-9-yl)propyl]-3,5-dimethoxybenzamide	NHCDNSNVHDZGSG-UHFFFAOYSA-N	[M+formate]-	433.1768936	6.05324526	5.85324526	6.25324526		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_148_P-19-R-D_1_Rg90to1350-CE102040--S1_Run747.mzML	HF_Aug2019	
8-[(2-chlorobenzyl)sulfanyl]-3-methyl-7-(3-methylbenzyl)-3,7-dihydro-1h-purine-2,6-dione	AOCHUNQIEDKKDL-UHFFFAOYSA-N	[M-H]-	425.084425	6.05341742	5.85341742	6.25341742		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_207_P-26-R-G_1_Rg90to1350-CE102040--S1_Run1042.mzML	HF_Aug2019	
1-{2-o-acetyl-3,5-bis-o-[(4-methylphenyl)carbonyl]pentofuranosyl}-5-iodopyrimidine-2,4(1h,3h)-dione	NRUPRHFQGBCWJJ-UHFFFAOYSA-N	[M-H]-	647.053178	6.053717781	5.85371778	6.253717781		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_35_P-5-R-C_1_Rg90to1350-CE102040--S1_Run182.mzML	HF_Aug2019	
2-(4-fluorobenzenesulfonyl)-n-(2-nitrophenyl)-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	UBTHPQRFRMYEDR-UHFFFAOYSA-N	[M-H]-	454.08782	6.05902666	5.85902666	6.259026657		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_301_P-38-R-E_1_Rg90to1350-CE102040--S1_Run1512.mzML	HF_Aug2019	
(2e)-3-(3,4-dimethoxyphenyl)-1-[1-(4-methoxyphenyl)(1,2,3,4-tetrahydrobeta-car bolin-2-yl)]prop-2-en-1-one	MMXRVDKVOINEFC-OQLLNIDSSA-N	[M+formate]-	513.203108	6.06216891	5.86216891	6.26216891		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_124_P-16-R-D_1_Rg90to1350-CE102040--S1_Run627.mzML	HF_Aug2019	
11-{3-chloro-4-[(4-methylphenyl)methoxy]phenyl}-3,3-dimethyl-2,3,4-trihydro-5h ,10h,11h-benzo[b]benzo[2,1-f]1,4-diazepin-1-one	OMYBJJMORUOHHR-UHFFFAOYSA-N	[M-H]-	471.184456	6.062988133	5.862988133	6.262988133		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_106_P-14-R-B_1_Rg90to1350-CE102040--S1_Run537.mzML	HF_Aug2019	
compactin	AJLFOPYRIVGYMJ-INTXDZFKSA-N	[M+formate]-	435.238825	6.063511013	5.863511013	6.26351101		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_7_P-1-R-G_1_Rg90to1350-CE102040--S1_Run42.mzML	HF_Aug2019	
doppa	MEDVHSNRBPAIPU-XMOZQXTISA-N	[M+Cl]-	543.2155035	6.06430135	5.86430135	6.26430135		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_4_P-1-R-D_1_Rg90to1350-CE102040--S1_Run27.mzML	HF_Aug2019	
2-phenoxyethyl 4-(3-bromo-4-methoxyphenyl)-2,7,7-trimethyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	VSHCMWFKVGZKHC-UHFFFAOYSA-N	[M-H]-	538.1234352	6.067905	5.867905	6.267905		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_18_P-3-R-B_1_Rg90to1350-CE102040--S1_Run97.mzML	HF_Aug2019	
2-{5-[(6-chloro(2h-benzo[d]1,3-dioxolen-5-yl))methylene]-2,4-dioxo(1,3-thiazol idin-3-yl)}-n-(4-methylphenyl)acetamide	APMHZTZEODCILM-REZTVBANSA-N	[M-H]-	429.03172	6.070717166	5.87071717	6.270717166		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_73_P-10-R-A_1_Rg90to1350-CE102040--S1_Run372.mzML	HF_Aug2019	
n-{3-[(4-chlorophenyl)sulfonyl]-5-methoxyphenyl}-3,5-dimethoxybenzamide	DPYAYYCEUQZLNP-UHFFFAOYSA-N	[M-H]-	460.062686	6.07536068	5.87536068	6.27536068		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_94_P-12-R-F_1_Rg90to1350-CE102040--S1_Run477.mzML	HF_Aug2019	
3-(2-chlorophenyl)-11-(2-isopropoxyphenyl)-2,3,4,5,10,11-hexahydro-1h-dibenzo[b,e][1,4]diazepin-1-one	SHUGUJZESGPCLW-UHFFFAOYSA-N	[M-H]-	457.168806	6.07570519	5.875705188	6.27570519		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_65_P-9-R-A_1_Rg90to1350-CE102040--S1_Run332.mzML	HF_Aug2019	
n-(4-bromophenyl)[2-(2-thienylsulfonyl)(3-1,2,3,4-tetrahydroisoquinolyl)]carbo xamide	NKKYHFAKFOOSAJ-UHFFFAOYSA-N	[M-H]-	474.979097	6.07601854	5.87601854	6.27601854		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_302_P-38-R-F_1_Rg90to1350-CE102040--S1_Run1517.mzML	HF_Aug2019	
2-[2-(6,7-dimethoxy(2-1,2,3,4-tetrahydroisoquinolyl))-2-oxoethylthio]-4-phenyl -5,6,7-trihydrocyclopenta[1,2-b]pyridine-3-carbonitrile	HXKQKEQCNBMZJW-UHFFFAOYSA-N	[M-H]-	484.170013	6.07647589	5.87647589	6.276475892		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_87_P-11-R-G_1_Rg90to1350-CE102040--S1_Run442.mzML	HF_Aug2019	
(6-methoxy-2-oxochromen-3-yl)-n-{2-[2-methyl-5-(trifluoromethoxy)indol-3-yl]et hyl}carboxamide	HSWBITURAMAVPN-UHFFFAOYSA-N	[M-H]-	459.1173064	6.07967964	5.879679644	6.27967964		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_217_P-28-R-A_1_Rg90to1350-CE102040--S1_Run1092.mzML	HF_Aug2019	
(2-bromo-3,4,5-trimethoxyphenyl)-n-[4-(4-nitrophenyl)phenyl]carboxamide	KLEXNRKNWCUVEH-UHFFFAOYSA-N	[M-H]-	485.035348	6.083066	5.883065999	6.283066		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_75_P-10-R-C_1_Rg90to1350-CE102040--S1_Run382.mzML	HF_Aug2019	
(2e,5e)-2-[(2,3-dichlorophenyl)imino]-5-[(7-methoxy-1,3-benzodioxol-5-yl)methylidene]-1,3-thiazolidin-4-one	DQBIKQQAYUZUQR-VGOFMYFVSA-N	[M-H]-	420.982183	6.08630422	5.88630422	6.286304216		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_70_P-9-R-F_1_Rg90to1350-CE102040--S1_Run357.mzML	HF_Aug2019	
ethyl 4-cyano-5-(3,5-dimethoxybenzamido)-3-methylthiophene-2-carboxylate	DBTBWHAWUUWAFB-UHFFFAOYSA-N	[M-H]-	373.086343	6.08788378	5.88788378	6.28788378		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_127_P-16-R-G_1_Rg90to1350-CE102040--S1_Run642.mzML	HF_Aug2019	
rifamycinna	BZOQTGADCSFWHV-GGIUAXQJSA-N	[M-H]-	696.302526	6.08869381	5.88869381	6.288693807		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_26_P-4-R-B_1_Rg90to1350-CE102040--S1_Run137.mzML	HF_Aug2019	
3-benzyl-2-({[5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-2-yl]methyl}thio)quinazolin-4(3h)-one	FVPFSLOUODJMBE-UHFFFAOYSA-N	[M-H]-	515.139441	6.098862244	5.898862244	6.298862244		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_121_P-16-R-A_1_Rg90to1350-CE102040--S1_Run612.mzML	HF_Aug2019	
n-[2-(2,5-dimethylindol-3-yl)ethyl](6-bromo-2-oxochromen-3-yl)carboxamide	VKEWLQSCKJBQFA-UHFFFAOYSA-N	[M+formate]-	483.056106	6.10098566	5.90098566	6.30098566		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_224_P-28-R-H_1_Rg90to1350-CE102040--S1_Run1127.mzML	HF_Aug2019	
BECLOMETHASONE DIPROPIONATE	KUVIULQEHSCUHY-UHFFFAOYSA-N	[M-H]-	519.2155052039999	6.1012744238574035	5.6012744238574035	6.601274423857404		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_2_MS-P1-C3_1_Rg80to1200-CE205060norm--S1_Run22.h5	HF_Aug2019	
3-[(1e)-1-methyl-3-(2-oxo(1h-benzo[d]azolin-3-ylidene))-2,3-diazaprop-1-enyl]- 4-hydroxy-1-phenylhydroquinolin-2-one	SGWAQZQVRJVNIZ-JFLMPSFJSA-N	[M-H]-	421.13059	6.101456012	5.901456012	6.301456012		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run167.mzML	HF_Aug2019	
3-[(4-iodophenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one	DHICZUMVFNVYHU-UHFFFAOYSA-N	[M+formate]-	486.0419071	6.10210803	5.90210803	6.30210803		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_221_P-28-R-E_1_Rg90to1350-CE102040--S1_Run1112.mzML	HF_Aug2019	
4-methyl-n-({2-[(4-methylphenyl)sulfonyl]-1,2,3,4-tetrahydroisoquinolin-1-yl}methyl)benzenesulfonamide	HGLYYRPUZKSRJK-UHFFFAOYSA-N	[M-H]-	469.126099	6.10879722	5.90879722	6.308797219		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_297_P-38-R-A_1_Rg90to1350-CE102040--S1_Run1492.mzML	HF_Aug2019	
1-(4-methoxyphenyl)(1,2,3,4-tetrahydrobeta-carbolin-2-yl) 2-thienyl ketone	JUELHKBMUAXLRE-UHFFFAOYSA-N	[M-H]-	387.117249	6.111729728	5.911729728	6.311729728		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_129_P-17-R-A_1_Rg90to1350-CE102040--S1_Run652.mzML	HF_Aug2019	
2-phenylethyl 7-(4-chlorophenyl)-4-(3-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	WPCIETQUBPSGIM-UHFFFAOYSA-N	[M-H]-	556.189601	6.11371317	5.91371317	6.31371317		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_23_P-3-R-G_1_Rg90to1350-CE102040--S1_Run122.mzML	HF_Aug2019	
n-(adamantanylmethyl)indol-3-yl-n-methylcarboxamide	DBKBMJCKFGJAKM-UHFFFAOYSA-N	[M-H]-	321.197214	6.116449917	5.916449917	6.316449917		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_232_P-29-R-H_1_Rg90to1350-CE102040--S1_Run1167.mzML	HF_Aug2019	
ethyl 1-(2-ethylthioethyl)-5-hydroxy-2-methylbenzo[g]indole-3-carboxylate	ARKVAMJJCGXVMD-UHFFFAOYSA-N	[M-H]-	356.132565	6.12272258	5.92272258	6.32272258		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_128_P-16-R-H_1_Rg90to1350-CE102040--S1_Run647.mzML	HF_Aug2019	
3-[(3-chloro-4-methylphenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one	IKEVFVHDAKORLB-UHFFFAOYSA-N	[M+Cl]-	398.093136	6.12842594	5.92842594	6.328425939		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_155_P-20-R-C_1_Rg90to1350-CE102040--S1_Run782.mzML	HF_Aug2019	
(2e)-1-cyclopropyl-3-{4-methoxy-3-[(4-nitrophenoxy)methyl]phenyl}prop-2-en-1-one	KFCBLCBBGIDWQJ-WTDSWWLTSA-N	[M-H]-	352.119023	6.12961075	5.929610753	6.32961075		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_103_P-13-R-G_1_Rg90to1350-CE102040--S1_Run522.mzML	HF_Aug2019	
2-{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1h-indol-3-yl}-n-(4-methoxybenzyl)acetamide	AMWAJXHAKCWFJI-UHFFFAOYSA-N	[M+formate]-	521.148486	6.134652773	5.934652773	6.334652773		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_33_P-5-R-A_1_Rg90to1350-CE102040--S1_Run172.mzML	HF_Aug2019	
3-(4-chlorophenyl)-11-(2-isopropoxyphenyl)-2,3,4,5,10,11-hexahydro-1h-dibenzo[b,e][1,4]diazepin-1-one	ORNLUXKJFDLMNT-UHFFFAOYSA-N	[M-H]-	457.168806	6.13780495	5.93780495	6.33780495		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_38_P-5-R-F_1_Rg90to1350-CE102040--S1_Run197.mzML	HF_Aug2019	
2-methoxyethyl 1-[2-(2-chlorophenoxy)ethyl]-5-hydroxy-2-methylbenzo[g]indole-3 -carboxylate	DVZGCNPIYQTPIQ-UHFFFAOYSA-N	[M-H]-	452.127001	6.138015793	5.938015793	6.338015793		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_95_P-12-R-G_1_Rg90to1350-CE102040--S1_Run482.mzML	HF_Aug2019	
2-epi-5-deoxy-strigol	QXTUQXRFEBHUBA-MDVYPADHSA-N	[M-H]-	329.13944780400004	6.1387157483439285	5.6387157483439285	6.6387157483439285	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_NEG_MS2_RefStd-27_2-epi-5-deoxy-strigol_1_Rg80to1200-CE102040norm-strigo-ACNwater-S1_Run630.h5	HF_Aug2019	
karatavikin	AEFSLEXCTRWIIO-ZCSZAFQUSA-N	[M+formate]-	443.207525	6.141695207	5.94169521	6.341695207		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_49_P-7-R-A_1_Rg90to1350-CE102040--S1_Run252.mzML	HF_Aug2019	
2-methoxyethyl 5-hydroxy-2-methyl-1-(2-{[2-nitro-4-(trifluoromethyl)phenyl]ami no}ethyl)benzo[g]indole-3-carboxylate	JGOJTBPAOBXZOE-UHFFFAOYSA-N	[M-H]-	530.15442	6.150478142	5.950478142	6.350478142		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_112_P-14-R-H_1_Rg90to1350-CE102040--S1_Run567.mzML	HF_Aug2019	
ethyl 2-(adamantanylcarbonylamino)-3-indol-3-ylpropanoate	ULEUMMGDTQLOKJ-UHFFFAOYSA-N	[M-H]-	393.218343	6.15165515	5.95165515	6.35165515		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_201_P-26-R-A_1_Rg90to1350-CE102040--S1_Run1012.mzML	HF_Aug2019	
(2e)-1-[1-(4-methoxyphenyl)(1,2,3,4-tetrahydrobeta-carbolin-2-yl)]-3-(3,4,5-tr imethoxyphenyl)prop-2-en-1-one	YSQIUMMXCDQXNQ-NTEUORMPSA-N	[M+formate]-	543.213673	6.15484176	5.95484176	6.35484176		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_123_P-16-R-C_1_Rg90to1350-CE102040--S1_Run622.mzML	HF_Aug2019	
n-[4-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl][2-(2-methoxyphenyl)-1,3-dioxobenz o[c]azolin-5-yl]carboxamide	SBJJDACRXMEUBL-QGOAFFKASA-N	[M-H]-	501.145572	6.15577005	5.95577005	6.35577005		negative				20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_NEG_MSMS_5_P-1-R-E_1_Rg90to1350-CE102040--S1_Run32.mzML	HF_Aug2019	
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-(2,3-dihydro-1,4-benzodioxin-6-yl)acetamide	UACUHFBMYSCKLA-UHFFFAOYSA-N	[M+formate]-	535.1277505	6.16304006	5.96304006	6.36304006		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_69_P-9-R-E_1_Rg90to1350-CE102040--S1_Run352.mzML	HF_Aug2019	
ethyl cholate	FPDXMWHJGOCDQJ-HZAMXZRMSA-N	[M+formate]-	481.317076	6.16999352	5.96999352	6.36999352		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_38_P-5-R-F_1_Rg90to1350-CE102040--S1_Run197.mzML	HF_Aug2019	
cyclohexyl 4-(3-bromo-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	AZFAUORCPLFXHF-UHFFFAOYSA-N	[M-H]-	564.1390852	6.17044289	5.97044289	6.370442891		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_283_P-36-R-C_1_Rg90to1350-CE102040--S1_Run1422.mzML	HF_Aug2019	
5-deoxy-strigol	QXTUQXRFEBHUBA-POLLCTFXSA-N	[M-H]-	329.13944780400004	6.1704465302118505	5.6704465302118505	6.670446530211851	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_NEG_MS2_RefStd-26_5-deoxy-strigol_1_Rg80to1200-CE205060norm-strigo-ACNwater-S1_Run626.h5	HF_Aug2019	
2-chlorobenzyl 3,4,5-trimethoxybenzoate	QGXOXYVBMZXFJA-UHFFFAOYSA-N	[M-H]-	335.0691513	6.18041777	5.98041777	6.380417774		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_41_P-6-R-A_1_Rg90to1350-CE102040--S1_Run212.mzML	HF_Aug2019	
dicumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N	[M-H]-	335.056088	6.18158399	5.98158399	6.381583994		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_34_P-5-R-B_1_Rg90to1350-CE102040--S1_Run177.mzML	HF_Aug2019	
1-(3-chloro-2-methylphenyl)-3-(3,4,5-trimethoxybenzoyl)thiourea	DRAXNORTYURXSF-UHFFFAOYSA-N	[M-H]-	393.068106	6.18615603	5.98615603	6.38615603		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_110_P-14-R-F_1_Rg90to1350-CE102040--S1_Run557.mzML	HF_Aug2019	
3-{3-[(4-butylphenyl)amino]propanoyl}chromen-2-one	FYZXDJBVKBXHDM-UHFFFAOYSA-N	[M-H]-	348.160494	6.19139559	5.99139559	6.39139559		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_231_P-29-R-G_1_Rg90to1350-CE102040--S1_Run1162.mzML	HF_Aug2019	
n-{2-[5-(benzyloxy)-2-methyl-1h-indol-3-yl]ethyl}-3-bromobenzamide	ILPWPPGIUHLOBB-UHFFFAOYSA-N	[M-H]-	461.08699	6.196847238	5.996847238	6.396847238		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_62_P-8-R-F_1_Rg90to1350-CE102040--S1_Run317.mzML	HF_Aug2019	
2-(4-ethoxy-3-methoxyphenyl)-6,8-dimethylchromen-4-one	VZHYCZQYZCBGSS-UHFFFAOYSA-N	[M-H]-	323.128859	6.19746015	5.99746015	6.39746015		negative				20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_NEG_MSMS_28_P-4-R-D_1_Rg90to1350-CE102040--S1_Run147.mzML	HF_Aug2019	
n-(4-butylphenyl)-3,4,5-trimethoxybenzamide	YAJJMVCTNZUFSE-UHFFFAOYSA-N	[M-H]-	342.171058	6.197527472	5.997527472	6.397527472		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_69_P-9-R-E_1_Rg90to1350-CE102040--S1_Run352.mzML	HF_Aug2019	
(2-oxochromen-3-yl)-n-[3-(trifluoromethyl)phenyl]carboxamide	JXUJVKNPEQUAAV-UHFFFAOYSA-N	[M-H]-	332.053978	6.19785685	5.99785685	6.39785685		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_208_P-26-R-H_1_Rg90to1350-CE102040--S1_Run1047.mzML	HF_Aug2019	
6-chloro-2-(trichloromethyl)chromen-4-one	NTDHYMSVCBGQJF-UHFFFAOYSA-N	[M-H+Cl]2-	164.92932	6.20314948	6.00314948	6.40314948		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_266_P-34-R-B_1_Rg90to1350-CE102040--S1_Run1337.mzML	HF_Aug2019	
