label	compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	lcmsrun_source	rt_space
hesperetin	hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N	[M+H]+	303.086338	4.24751396	4.04751396	4.44751396	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_14_P-2-R-F_1_Rg90to1350-CE102040--S1_Run75.mzML	HF_Aug2019
n-(3-fluoro-4-methylphenyl)-2-{4-[(7-methyl-2-oxochromen-4-yl)methyl]piperazin yl}acetamide	n-(3-fluoro-4-methylphenyl)-2-{4-[(7-methyl-2-oxochromen-4-yl)methyl]piperazin yl}acetamide	RSBBEKUUSRJZBP-UHFFFAOYSA-N	[M+H]+	424.20312	4.24847289	4.04847289	4.44847289	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_142_P-18-R-F_1_Rg90to1350-CE102040--S1_Run715.mzML	HF_Aug2019
methyl 3,4-dimethoxybenzoate	methyl 3,4-dimethoxybenzoate	BIGQPYZPEWAPBG-UHFFFAOYSA-N	[M+H]+	197.080859	4.248839	4.048839	4.448839	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_230_P-29-R-F_1_Rg90to1350-CE102040--S1_Run1155.mzML	HF_Aug2019
4,6-dimethyl-8-(morpholin-4-ylsulfonyl)quinolin-2(1h)-one	4,6-dimethyl-8-(morpholin-4-ylsulfonyl)quinolin-2(1h)-one	LIZLVLBJNYYYKG-UHFFFAOYSA-N	[M+H]+	323.1060281	4.25061065	4.05061065	4.45061065	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_212_P-27-R-D_1_Rg90to1350-CE102040--S1_Run1065.mzML	HF_Aug2019
dimethyl 4-(3,4,5-trimethoxyphenyl)-1,4-dihydropyridine-3,5-dicarboxylate	dimethyl 4-(3,4,5-trimethoxyphenyl)-1,4-dihydropyridine-3,5-dicarboxylate	SQXBIMXUPKOHRS-UHFFFAOYSA-N	[M+Na]+	386.121002	4.2519067	4.0519067	4.4519067	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_69_P-9-R-E_1_Rg90to1350-CE102040--S1_Run350.mzML	HF_Aug2019
2-(4-oxo-2-phenylchromen-6-yloxy)acetamide	2-(4-oxo-2-phenylchromen-6-yloxy)acetamide	XTVNYVWMSJMVGI-UHFFFAOYSA-N	[M+H]+	296.091758	4.25193014	4.051930139	4.45193014	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_26_P-4-R-B_1_Rg90to1350-CE102040--S1_Run135.mzML	HF_Aug2019
7-methoxy-4-{[4-(2-methoxyphenyl)piperazinyl]methyl}chromen-2-one	7-methoxy-4-{[4-(2-methoxyphenyl)piperazinyl]methyl}chromen-2-one	CFRHEEMXNGAVJJ-UHFFFAOYSA-N	[M+H]+	381.180907	4.25326992	4.05326992	4.453269922	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_92_P-12-R-D_1_Rg90to1350-CE102040--S1_Run465.mzML	HF_Aug2019
5-iodovanillin	5-iodovanillin	FBBCSYADXYILEH-UHFFFAOYSA-N	[M+H]+	278.951292	4.25462276	4.05462276	4.45462276	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_80_P-10-R-H_1_Rg90to1350-CE102040--S1_Run405.mzML	HF_Aug2019
(2e)-1-{2-[4-(diethylamino)phenyl]-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl}-3-(4-methoxyphenyl)prop-2-en-1-one	(2e)-1-{2-[4-(diethylamino)phenyl]-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl}-3-(4-methoxyphenyl)prop-2-en-1-one	SZGUWLDVMTURRF-WOJGMQOQSA-N	[M+H]+	463.295543	4.25584926	4.05584926	4.45584926	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_134_P-17-R-F_1_Rg90to1350-CE102040--S1_Run675.mzML	HF_Aug2019
(1,3-dimethyl-2,6-dioxo(1,3-dihydropyrimidin-4-yl))-n-[2-(2-chlorophenoxy)ethy l]carboxamide	(1,3-dimethyl-2,6-dioxo(1,3-dihydropyrimidin-4-yl))-n-[2-(2-chlorophenoxy)ethy l]carboxamide	ZBJDHQSCZOIQIX-UHFFFAOYSA-N	[M+H]+	338.090234	4.25706347	4.05706347	4.45706347	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_88_P-11-R-H_1_Rg90to1350-CE102040--S1_Run445.mzML	HF_Aug2019
n-(3-chloro-2-methylphenyl)-2-(9-ethyl-6-oxohydropurin-8-ylthio)acetamide	n-(3-chloro-2-methylphenyl)-2-(9-ethyl-6-oxohydropurin-8-ylthio)acetamide	LGVSMVRZTMSFFI-UHFFFAOYSA-N	[M+H]+	378.078623	4.25716197	4.05716197	4.45716197	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_187_P-24-R-C_1_Rg90to1350-CE102040--S1_Run940.mzML	HF_Aug2019
diosmetin	diosmetin	MBNGWHIJMBWFHU-UHFFFAOYSA-N	[M+H]+	301.070688	4.25722304	4.05722304	4.45722304	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_35_P-5-R-C_1_Rg90to1350-CE102040--S1_Run180.mzML	HF_Aug2019
6-chloro-7-hydroxy-8-[(3-methylpiperidyl)methyl]-4-phenylchromen-2-one	6-chloro-7-hydroxy-8-[(3-methylpiperidyl)methyl]-4-phenylchromen-2-one	PQSVFDYNLVQGFA-UHFFFAOYSA-N	[M+H]+	384.136121	4.2579951	4.0579951	4.4579951	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_43_P-6-R-C_1_Rg90to1350-CE102040--S1_Run220.mzML	HF_Aug2019
(4s,5s,1r)-4-[4-(3-hydroxyphenyl)-5-thioxo(1,2,3,4-tetraazolinyl)]-7,8-dioxabi cyclo[3.2.1]octan-2-one	(4s,5s,1r)-4-[4-(3-hydroxyphenyl)-5-thioxo(1,2,3,4-tetraazolinyl)]-7,8-dioxabi cyclo[3.2.1]octan-2-one	QDNHPNDNFFYSOS-MVWJERBFSA-N	[M+H]+	321.065226	4.25830385	4.05830385	4.45830385	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_229_P-29-R-E_1_Rg90to1350-CE102040--S1_Run1150.mzML	HF_Aug2019
n-(4-chlorophenyl)-2-[6-hydroxy-2-(3,4,5-trimethoxyphenyl)-3-azabicyclo[4.4.0] dec-3-yl]acetamide	n-(4-chlorophenyl)-2-[6-hydroxy-2-(3,4,5-trimethoxyphenyl)-3-azabicyclo[4.4.0] dec-3-yl]acetamide	GGLMSCZPJFBUAT-UHFFFAOYSA-N	[M+H]+	489.2151	4.25843301	4.05843301	4.45843301	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_132_P-17-R-D_1_Rg90to1350-CE102040--S1_Run665.mzML	HF_Aug2019
bromocriptine mesylate	bromocriptine mesylate	OZVBMTJYIDMWIL-NXIPCUEUSA-N	[M+H]+	654.2285574800002	4.2594506800427965	3.759450680042797	4.7594506800427965	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_2_MS-P1-C3_1_Rg80to1200-CE205060norm--S1_Run20.h5	HF_Aug2019
n-(2,5-dimethylphenyl)-2-{4-[(7-methyl-2-oxochromen-4-yl)methyl]piperazinyl}ac etamide	n-(2,5-dimethylphenyl)-2-{4-[(7-methyl-2-oxochromen-4-yl)methyl]piperazinyl}ac etamide	KZTNBUSIRSVZGK-UHFFFAOYSA-N	[M+H]+	420.2281918	4.259735604	4.059735604	4.459735604	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_149_P-19-R-E_1_Rg90to1350-CE102040--S1_Run750.mzML	HF_Aug2019
2-(4-hydroxyquinazolin-2-ylthio)-n-[(4-methoxyphenyl)methyl]acetamide	2-(4-hydroxyquinazolin-2-ylthio)-n-[(4-methoxyphenyl)methyl]acetamide	SWXDBTGADHLOAH-UHFFFAOYSA-N	[M+H]+	356.106362	4.25987349	4.05987349	4.45987349	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_200_P-25-R-H_1_Rg90to1350-CE102040--S1_Run1005.mzML	HF_Aug2019
loxistatin acid	loxistatin acid	SCMSYZJDIQPSDI-SRVKXCTJSA-N	[M+H]+	315.1914719	4.26069998	4.06069998	4.46069998	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_5_P-1-R-E_1_Rg90to1350-CE102040--S1_Run30.mzML	HF_Aug2019
dibucaine	dibucaine	PUFQVTATUTYEAL-UHFFFAOYSA-N	[M+H]+	344.23325316800003	4.262674863210579	3.762674863210579	4.762674863210579	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_19_MS-P2-C10_1_Rg80to1200-CE205060norm--S1_Run109.h5	HF_Aug2019
2-(9-ethyl-6-oxohydropurin-8-ylthio)-n-phenyl-n-prop-2-enylacetamide	2-(9-ethyl-6-oxohydropurin-8-ylthio)-n-phenyl-n-prop-2-enylacetamide	IPELEXNOSJVRKU-UHFFFAOYSA-N	[M+H]+	370.133246	4.26392921	4.06392921	4.463929208	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_185_P-24-R-A_1_Rg90to1350-CE102040--S1_Run930.mzML	HF_Aug2019
n-tosyl-methionine	n-tosyl-methionine	WURIPAYKVUIDHJ-UHFFFAOYSA-N	[M+H]+	304.0672	4.26479975	4.06479975	4.46479975	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_35_P-5-R-C_1_Rg90to1350-CE102040--S1_Run180.mzML	HF_Aug2019
2-amino-4-(3,5-dimethoxyphenyl)-5-oxo-4h-6,7,8-trihydrochromene-3-carbonitrile	2-amino-4-(3,5-dimethoxyphenyl)-5-oxo-4h-6,7,8-trihydrochromene-3-carbonitrile	JKCGVIAQFZPTDB-UHFFFAOYSA-N	[M+H]+	327.1339571	4.2650834	4.0650834	4.4650834	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_110_P-14-R-F_1_Rg90to1350-CE102040--S1_Run555.mzML	HF_Aug2019
nicergoline	nicergoline	YSEXMKHXIOCEJA-FVFQAYNVSA-N	[M+H]+	484.123054	4.26546968	4.06546968	4.46546968	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_18_P-3-R-B_1_Rg90to1350-CE102040--S1_Run95.mzML	HF_Aug2019
8-{[2-(2,3-dimethoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-methylhydr opurin-6-one	8-{[2-(2,3-dimethoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-methylhydr opurin-6-one	RJVYGERHTAVYQI-UHFFFAOYSA-N	[M+H]+	414.123075	4.26945802	4.06945802	4.46945802	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_168_P-21-R-H_1_Rg90to1350-CE102040--S1_Run845.mzML	HF_Aug2019
6-ethyl-4-{[4-(2,3,4-trimethoxybenzyl)piperazin-1-yl]methyl}-2h-chromen-2-one	6-ethyl-4-{[4-(2,3,4-trimethoxybenzyl)piperazin-1-yl]methyl}-2h-chromen-2-one	NXYZAGNDJPOZJX-UHFFFAOYSA-N	[M+H]+	453.238422	4.270454529	4.070454529	4.470454529	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_151_P-19-R-G_1_Rg90to1350-CE102040--S1_Run760.mzML	HF_Aug2019
tricin	tricin	HRGUSFBJBOKSML-UHFFFAOYSA-N	[M+H]+	331.0812287879999	4.27341424109516	3.77341424109516	4.7734142410951605	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20241021_JGI_HS_510060_SorghExu_final1_IQX_C18_USDAY92782/20241021_JGI_HS_510060_SorghExu_final1_IQX_C18_USDAY92782_POS_MS2_RefStd-12_Tricin_1_Rg80to1200-CE102040norm-10ugmL-S1_Run439.h5	HF_Aug2019
amphotericin b	amphotericin b	APKFDSVGJQXUKY-HNCUQIPJSA-N	[M+H]+	924.4951258760002	4.2737529216600825	3.7737529216600825	4.773752921660083	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_3_MS-P1-C4_1_Rg80to1200-CE205060norm--S1_Run25.h5	HF_Aug2019
indole-3-pyruvate	indole-3-pyruvate	RSTKLPZEZYGQPY-UHFFFAOYSA-N	[M+H]+	204.0655823	4.274460131819461	3.7744601318194606	4.774460131819461	5.0	positive	C18 [M+H]+ 4.17 [M-H]- 4.2 // multiple peaks, choose 4.2 // HILICZ [M+H]+ 0.87 [M-H]- 0.86,1.10,5.19 // use 1.1 peak, better in C18 nan		
8,9-dimethoxy-1,1,10b-trimethyl-1,5,6,10b-tetrahydro[1,3]oxazolo[4,3-a]isoquinolin-3-one	8,9-dimethoxy-1,1,10b-trimethyl-1,5,6,10b-tetrahydro[1,3]oxazolo[4,3-a]isoquinolin-3-one	RQFJXENCZAEXQQ-UHFFFAOYSA-N	[M+H]+	292.154358	4.27558246	4.07558246	4.47558246	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_248_P-31-R-H_1_Rg90to1350-CE102040--S1_Run1245.mzML	HF_Aug2019
8-{[2-(3,4-dimethoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-2,9-dimethyl hydropurin-6-one	8-{[2-(3,4-dimethoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-2,9-dimethyl hydropurin-6-one	NJWNAPZNQCBEIO-UHFFFAOYSA-N	[M+H]+	428.138725	4.276719799	4.076719799	4.476719799	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_204_P-26-R-D_1_Rg90to1350-CE102040--S1_Run1025.mzML	HF_Aug2019
7-acetyl-2h,3h,4h-benzo[b]1,4-dioxepin	7-acetyl-2h,3h,4h-benzo[b]1,4-dioxepin	VGRSZNPWUZDPCH-UHFFFAOYSA-N	[M+H]+	193.085944	4.27853093	4.07853093	4.478530929	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_234_P-30-R-B_1_Rg90to1350-CE102040--S1_Run1175.mzML	HF_Aug2019
3,4-dimethoxy-n-{4-[(1-methyl-1h-imidazol-2-yl)carbonyl]phenyl}benzamide	3,4-dimethoxy-n-{4-[(1-methyl-1h-imidazol-2-yl)carbonyl]phenyl}benzamide	ITIDQLKYQFCHIK-UHFFFAOYSA-N	[M+H]+	366.144856	4.27881676	4.078816759	4.47881676	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_181_P-23-R-E_1_Rg90to1350-CE102040--S1_Run910.mzML	HF_Aug2019
2-amino-3-[3,4-bis(phenylmethoxy)phenyl]-3-hydroxypropanoic acid, hydrate	2-amino-3-[3,4-bis(phenylmethoxy)phenyl]-3-hydroxypropanoic acid, hydrate	GZLRNTMXOXBIRR-UHFFFAOYSA-N	[M+H]+	394.164923	4.279005503	4.0790055	4.479005503	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_215_P-27-R-G_1_Rg90to1350-CE102040--S1_Run1080.mzML	HF_Aug2019
7-methoxy-4-[(4-phenyl(1,2,5,6-tetrahydropyridyl))methyl]chromen-2-one	7-methoxy-4-[(4-phenyl(1,2,5,6-tetrahydropyridyl))methyl]chromen-2-one	OSDUWIFNRWRJRD-UHFFFAOYSA-N	[M+H]+	348.159444	4.27964273	4.07964273	4.47964273	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_91_P-12-R-C_1_Rg90to1350-CE102040--S1_Run460.mzML	HF_Aug2019
cinnamate	cinnamate	WBYWAXJHAXSJNI-VOTSOKGWSA-N	[M+H]+	149.0596924	4.283330062885639	3.7833300628856392	4.783330062885639	5.0	positive	C18 [M+H]+ 4.18 [M-H]- 4.19 //  // HILICZ  ND [M-H]- 1.26 // nan		
4'-hydroxyflavone	4'-hydroxyflavone	SHGLJXBLXNNCTE-UHFFFAOYSA-N	[M+H]+	239.070294	4.28456043	4.084560425	4.48456043	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_33_P-5-R-A_1_Rg90to1350-CE102040--S1_Run170.mzML	HF_Aug2019
3-(2-ethoxyphenoxy)-7-hydroxy-8-(morpholinomethyl)-2-(trifluoromethyl)-4h-chromen-4-one	3-(2-ethoxyphenoxy)-7-hydroxy-8-(morpholinomethyl)-2-(trifluoromethyl)-4h-chromen-4-one	VGAYRQZKEXRRFB-UHFFFAOYSA-N	[M+H]+	466.147222	4.28544968	4.08544968	4.485449682	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_161_P-21-R-A_1_Rg90to1350-CE102040--S1_Run810.mzML	HF_Aug2019
4-{[4-methyl-5-(phenoxymethyl)-1,2,4-triazol-3-ylthio]methyl}hydroquinolin-2-o ne	4-{[4-methyl-5-(phenoxymethyl)-1,2,4-triazol-3-ylthio]methyl}hydroquinolin-2-o ne	KPHWVLYOXLNXLB-UHFFFAOYSA-N	[M+H]+	379.1223468	4.28680344	4.086803437	4.48680344	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_80_P-10-R-H_1_Rg90to1350-CE102040--S1_Run405.mzML	HF_Aug2019
6-amino-4-(3,5-dimethoxyphenyl)-3-ethyl-4h-pyrano[2,3-c]pyrazole-5-carbonitril e	6-amino-4-(3,5-dimethoxyphenyl)-3-ethyl-4h-pyrano[2,3-c]pyrazole-5-carbonitril e	GWVKOGFSVQRXCV-UHFFFAOYSA-N	[M+H]+	327.14519	4.28712101	4.08712101	4.48712101	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_118_P-15-R-F_1_Rg90to1350-CE102040--S1_Run595.mzML	HF_Aug2019
(2s)-1-[2-(3-cyano(5,6,7-trihydrocyclopenta[1,2-e]pyridin-2-ylthio))acetyl]pyr rolidine-2-carboxylic acid	(2s)-1-[2-(3-cyano(5,6,7-trihydrocyclopenta[1,2-e]pyridin-2-ylthio))acetyl]pyr rolidine-2-carboxylic acid	YSRCAOXCAWKYHU-ZDUSSCGKSA-N	[M+H]+	332.106362	4.28810439	4.088104385	4.48810439	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_111_P-14-R-G_1_Rg90to1350-CE102040--S1_Run560.mzML	HF_Aug2019
sphondin	sphondin	DLCJNIBLOSKIQW-UHFFFAOYSA-N	[M+H]+	217.049559	4.289609459	4.089609459	4.489609459	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_71_P-9-R-G_1_Rg90to1350-CE102040--S1_Run360.mzML	HF_Aug2019
2-{2-[(3,4-dimethoxyphenyl)methylene]-3-oxobenzo[3,4-b]furan-6-yloxy}acetamide	2-{2-[(3,4-dimethoxyphenyl)methylene]-3-oxobenzo[3,4-b]furan-6-yloxy}acetamide	FYEVYTIYUXVOQT-IUXPMGMMSA-N	[M+H]+	356.112887	4.29026885	4.09026885	4.490268851	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_133_P-17-R-E_1_Rg90to1350-CE102040--S1_Run670.mzML	HF_Aug2019
8-[(2-chlorophenyl)methylthio]-9-methylhydropurin-6-one	8-[(2-chlorophenyl)methylthio]-9-methylhydropurin-6-one	CVTKOXCKAZRIDC-UHFFFAOYSA-N	[M+H]+	307.04151	4.29076636	4.09076636	4.490766363	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_155_P-20-R-C_1_Rg90to1350-CE102040--S1_Run780.mzML	HF_Aug2019
4,6,8-trimethyl-quinolin-2-ol	4,6,8-trimethyl-quinolin-2-ol	UHXASMSNKAVYHU-UHFFFAOYSA-N	[M+H]+	188.107014	4.29152335	4.09152335	4.49152335	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_263_P-33-R-G_1_Rg90to1350-CE102040--S1_Run1320.mzML	HF_Aug2019
4-{[3-(3,4-dimethoxyphenyl)-3-oxopropyl]amino}benzoic acid	4-{[3-(3,4-dimethoxyphenyl)-3-oxopropyl]amino}benzoic acid	BWPNMQBBEJTENG-UHFFFAOYSA-N	[M+H]+	330.133623	4.29167437	4.09167437	4.49167437	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_248_P-31-R-H_1_Rg90to1350-CE102040--S1_Run1245.mzML	HF_Aug2019
methylprednisolone	methylprednisolone	VHRSUDSXCMQTMA-IETLARDKSA-N	[M+H]+	375.21660006	4.29210863853935	3.79210863853935	4.79210863853935	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_35_MS-P4-C6_1_Rg80to1200-CE102040norm--S1_Run190.h5	HF_Aug2019
ethyl 2-amino-6-(hydroxymethyl)-4-(2-nitrophenyl)-8-oxo-4h-pyrano[3,2-b]pyran- 3-carboxylate	ethyl 2-amino-6-(hydroxymethyl)-4-(2-nitrophenyl)-8-oxo-4h-pyrano[3,2-b]pyran- 3-carboxylate	CYOYVDVFHOPVJH-UHFFFAOYSA-N	[M+H]+	389.097966	4.29401723	4.09401723	4.49401723	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_118_P-15-R-F_1_Rg90to1350-CE102040--S1_Run595.mzML	HF_Aug2019
8-{[2-(2-methoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-2,9-dimethylhydr opurin-6-one	8-{[2-(2-methoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-2,9-dimethylhydr opurin-6-one	BSVSUGNFDMUUNM-UHFFFAOYSA-N	[M+H]+	398.128161	4.29428158	4.09428158	4.494281576	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_206_P-26-R-F_1_Rg90to1350-CE102040--S1_Run1035.mzML	HF_Aug2019
phenolphthalein	phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N	[M+H]+	319.096484928	4.294408705037801	3.794408705037801	4.794408705037801	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_34_MS-P4-C5_1_Rg80to1200-CE205060norm--S1_Run186.h5	HF_Aug2019
6-ethyl-4-methyl-2(1h)-quinolinone	6-ethyl-4-methyl-2(1h)-quinolinone	JFYWBUOEUUZAEX-UHFFFAOYSA-N	[M+H]+	188.107014	4.29502996	4.095029957	4.49502996	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_197_P-25-R-E_1_Rg90to1350-CE102040--S1_Run990.mzML	HF_Aug2019
8-chlro-1-tetrahydronorharmanone	8-chlro-1-tetrahydronorharmanone	ILCLBYYAGZLAGC-UHFFFAOYSA-N	[M+H]+	221.047641	4.29681695	4.09681695	4.49681695	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_63_P-8-R-G_1_Rg90to1350-CE102040--S1_Run320.mzML	HF_Aug2019
tamarixetin	tamarixetin	FPLMIPQZHHQWHN-UHFFFAOYSA-N	[M+H]+	317.065603	4.29710071	4.09710071	4.49710071	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_78_P-10-R-F_1_Rg90to1350-CE102040--S1_Run395.mzML	HF_Aug2019
3,4,5-triethoxy-n-pyridin-3-ylbenzamide	3,4,5-triethoxy-n-pyridin-3-ylbenzamide	PHHCLTOYQKAXLJ-UHFFFAOYSA-N	[M+H]+	331.165257	4.29742272	4.09742272	4.49742272	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_81_P-11-R-A_1_Rg90to1350-CE102040--S1_Run410.mzML	HF_Aug2019
